age_start,age_end,sex,race_ethnicity,relationship,proportion
0,15,Female,Latino,Child-in-law,0.0
0,15,Female,Latino,Foster child,0.054852753362602445
0,15,Female,Latino,Grandchild,0.4145048373167403
0,15,Female,Latino,Opp-sex partner,0.0
0,15,Female,Latino,Opp-sex spouse,0.0
0,15,Female,Latino,Other nonrelative,0.09114358568513958
0,15,Female,Latino,Other relative,0.14009494570542005
0,15,Female,Latino,Parent,0.0
0,15,Female,Latino,Parent-in-law,0.0
0,15,Female,Latino,Roommate,0.00919267178729458
0,15,Female,Latino,Same-sex partner,0.0
0,15,Female,Latino,Same-sex spouse,0.0
0,15,Female,Latino,Sibling,0.017130974333748012
0,15,Female,Latino,Stepchild,0.05658242802620364
0,15,Female,Multiracial or Other,Adopted child,0.011497735919364649
0,15,Female,Multiracial or Other,Biological child,0.171499873676896
0,15,Female,Multiracial or Other,Child-in-law,0.0
0,15,Female,Multiracial or Other,Foster child,0.08541750592288083
0,15,Female,Multiracial or Other,Grandchild,0.4357730934260509
0,15,Female,Multiracial or Other,Opp-sex partner,0.0
0,15,Female,Multiracial or Other,Opp-sex spouse,0.0
0,15,Female,Multiracial or Other,Other nonrelative,0.10899328814733086
0,15,Female,Multiracial or Other,Other relative,0.11102750731595035
0,15,Female,Multiracial or Other,Parent,0.0
0,15,Female,Multiracial or Other,Parent-in-law,0.0
0,15,Female,Multiracial or Other,Roommate,0.008624449964581102
0,15,Female,Multiracial or Other,Same-sex partner,0.0
0,15,Female,Multiracial or Other,Same-sex spouse,0.0
0,15,Female,Multiracial or Other,Sibling,0.008704183342584815
0,15,Female,Multiracial or Other,Stepchild,0.058462362284360456
0,15,Female,NHOPI,Adopted child,0.010049357606130177
0,15,Female,NHOPI,Biological child,0.17842984938013817
0,15,Female,NHOPI,Child-in-law,0.0
0,15,Female,NHOPI,Foster child,0.060889232107097506
0,15,Female,NHOPI,Grandchild,0.44093238592707956
0,15,Female,NHOPI,Opp-sex partner,0.0
0,15,Female,NHOPI,Opp-sex spouse,0.0
0,15,Female,NHOPI,Other nonrelative,0.11250548690527758
0,15,Female,NHOPI,Other relative,0.11789795106406645
0,15,Female,NHOPI,Parent,0.0
0,15,Female,NHOPI,Parent-in-law,0.0
0,15,Female,NHOPI,Roommate,0.007541402741037559
0,15,Female,NHOPI,Same-sex partner,0.0
0,15,Female,NHOPI,Same-sex spouse,0.0
0,15,Female,NHOPI,Sibling,0.007608821587928094
0,15,Female,NHOPI,Stepchild,0.06414551268124484
0,15,Female,White,Adopted child,0.009718508406992446
0,15,Female,White,Biological child,0.16391427264591252
0,15,Female,White,Child-in-law,0.0
0,15,Female,White,Foster child,0.05765771981696795
0,15,Female,White,Grandchild,0.45092597994131955
0,15,Female,White,Opp-sex partner,0.0
0,15,Female,White,Opp-sex spouse,0.0
0,15,Female,White,Other nonrelative,0.13451058488756393
0,15,Female,White,Other relative,0.09614276428031339
0,15,Female,White,Parent,0.0
0,15,Female,White,Parent-in-law,0.0
0,15,Female,White,Roommate,0.0075449585071406715
0,15,Female,White,Same-sex partner,0.0
0,15,Female,White,Same-sex spouse,0.0
0,15,Female,White,Sibling,0.004035894057040002
0,15,Female,White,Stepchild,0.07554931745674938
0,15,Male,AIAN,Adopted child,0.007618631257626931
0,15,Male,AIAN,Biological child,0.16602776439856004
0,15,Male,AIAN,Child-in-law,0.0
0,15,Male,AIAN,Foster child,0.08792346965774306
0,15,Male,AIAN,Grandchild,0.3808639904220026
0,15,Male,AIAN,Opp-sex partner,0.0
0,15,Male,AIAN,Opp-sex spouse,0.0
0,15,Male,AIAN,Other nonrelative,0.08676090556581115
0,15,Male,AIAN,Other relative,0.20390909916618707
0,15,Male,AIAN,Parent,0.0
0,15,Male,AIAN,Parent-in-law,0.0
0,15,Male,AIAN,Roommate,0.006506109013630398
0,15,Male,AIAN,Same-sex partner,0.0
0,15,Male,AIAN,Same-sex spouse,0.0
0,15,Male,AIAN,Sibling,0.006027526636629337
0,15,Male,AIAN,Stepchild,0.05436250388180941
0,15,Male,Asian,Adopted child,0.005445347253131599
0,15,Male,Asian,Biological child,0.3969015717235455
0,15,Male,Asian,Child-in-law,0.0
0,15,Male,Asian,Foster child,0.034614678458274234
0,15,Male,Asian,Grandchild,0.2324534596632865
0,15,Male,Asian,Opp-sex partner,0.0
0,15,Male,Asian,Opp-sex spouse,0.0
0,15,Male,Asian,Other nonrelative,0.09636980256485125
0,15,Male,Asian,Other relative,0.18646731844253728
0,15,Male,Asian,Parent,0.0
0,15,Male,Asian,Parent-in-law,0.0
0,15,Male,Asian,Roommate,0.0046425522102971194
0,15,Male,Asian,Same-sex partner,0.0
0,15,Male,Asian,Same-sex spouse,0.0
0,15,Male,Asian,Sibling,0.004305613370412852
0,15,Male,Asian,Stepchild,0.038799656313663604
0,15,Male,Black,Adopted child,0.010380164436576654
0,15,Male,Black,Biological child,0.17594034407647638
0,15,Male,Black,Child-in-law,0.0
0,15,Male,Black,Foster child,0.0754406340622358
0,15,Male,Black,Grandchild,0.468123836531563
0,15,Male,Black,Opp-sex partner,0.0
0,15,Male,Black,Opp-sex spouse,0.0
0,15,Male,Black,Other nonrelative,0.08591025408386094
0,15,Male,Black,Other relative,0.12476059348462092
0,15,Male,Black,Parent,0.0
0,15,Male,Black,Parent-in-law,0.0
0,15,Male,Black,Roommate,0.006625284184531796
0,15,Male,Black,Same-sex partner,0.0
0,15,Male,Black,Same-sex spouse,0.0
0,15,Male,Black,Sibling,0.006137643649114109
0,15,Male,Black,Stepchild,0.046681245491020304
0,15,Male,Latino,Adopted child,0.0077177512709651255
0,15,Male,Latino,Biological child,0.2280766874468128
0,15,Male,Latino,Child-in-law,0.0
0,15,Male,Latino,Foster child,0.050867899311471544
0,15,Male,Latino,Grandchild,0.40214809345584274
0,15,Male,Latino,Opp-sex partner,0.0
0,15,Male,Latino,Opp-sex spouse,0.0
0,15,Male,Latino,Other nonrelative,0.09636891785197516
0,15,Male,Latino,Other relative,0.1320527887241511
0,15,Male,Latino,Parent,0.0
0,15,Male,Latino,Parent-in-law,0.0
0,15,Male,Latino,Roommate,0.011255308927232819
0,15,Male,Latino,Same-sex partner,0.0
0,15,Male,Latino,Same-sex spouse,0.0
0,15,Male,Latino,Sibling,0.012305643453482814
0,15,Male,Latino,Stepchild,0.05920690955806581
0,15,Male,Multiracial or Other,Adopted child,0.009575429053641204
0,15,Male,Multiracial or Other,Biological child,0.21125573642134454
0,15,Male,Multiracial or Other,Child-in-law,0.0
0,15,Male,Multiracial or Other,Foster child,0.05234801963063867
0,15,Male,Multiracial or Other,Grandchild,0.46681043249813464
0,15,Male,Multiracial or Other,Opp-sex partner,0.0
0,15,Male,Multiracial or Other,Opp-sex spouse,0.0
0,15,Male,Multiracial or Other,Other nonrelative,0.09013797866578263
0,15,Male,Multiracial or Other,Other relative,0.08798339707464646
0,15,Male,Multiracial or Other,Parent,0.0
0,15,Male,Multiracial or Other,Parent-in-law,0.0
0,15,Male,Multiracial or Other,Roommate,0.008184032302978287
0,15,Male,Multiracial or Other,Same-sex partner,0.0
0,15,Male,Multiracial or Other,Same-sex spouse,0.0
0,15,Male,Multiracial or Other,Sibling,0.007577915852806624
0,15,Male,Multiracial or Other,Stepchild,0.0661270585000269
0,15,Male,NHOPI,Adopted child,0.009504038900085379
0,15,Male,NHOPI,Biological child,0.18854082627655636
0,15,Male,NHOPI,Child-in-law,0.0
0,15,Male,NHOPI,Foster child,0.06047285600304213
0,15,Male,NHOPI,Grandchild,0.43894315995237276
0,15,Male,NHOPI,Opp-sex partner,0.0
0,15,Male,NHOPI,Opp-sex spouse,0.0
0,15,Male,NHOPI,Other nonrelative,0.10824423066668082
0,15,Male,NHOPI,Other relative,0.11078684505252055
0,15,Male,NHOPI,Parent,0.0
0,15,Male,NHOPI,Parent-in-law,0.0
0,15,Male,NHOPI,Roommate,0.008122816370741737
0,15,Male,NHOPI,Same-sex partner,0.0
0,15,Male,NHOPI,Same-sex spouse,0.0
0,15,Male,NHOPI,Sibling,0.007521352765685597
0,15,Male,NHOPI,Stepchild,0.06786387401231458
0,15,Male,White,Adopted child,0.008852281746086831
0,15,Male,White,Biological child,0.16217202937737957
0,15,Male,White,Child-in-law,0.0
0,15,Male,White,Foster child,0.0627789100607625
0,15,Male,White,Grandchild,0.4524751211706181
0,15,Male,White,Opp-sex partner,0.0
0,15,Male,White,Opp-sex spouse,0.0
0,15,Male,White,Other nonrelative,0.1247200822741629
0,15,Male,White,Other relative,0.094552271497322
0,15,Male,White,Parent,0.0
0,15,Male,White,Parent-in-law,0.0
0,15,Male,White,Roommate,0.008306319164406105
0,15,Male,White,Same-sex partner,0.0
0,15,Male,White,Same-sex spouse,0.0
0,15,Male,White,Sibling,0.005011780204959611
0,15,Male,White,Stepchild,0.08113120450430224
15,18,Female,AIAN,Adopted child,0.019948093268265292
15,18,Female,AIAN,Biological child,0.25068549263828344
15,18,Female,AIAN,Child-in-law,0.008417842185193364
15,18,Female,AIAN,Foster child,0.04429610635627878
15,18,Female,AIAN,Grandchild,0.2410479970952473
15,18,Female,AIAN,Opp-sex partner,0.005504652191160574
15,18,Female,AIAN,Opp-sex spouse,0.0019318213350110695
15,18,Female,AIAN,Other nonrelative,0.1552659712301101
15,18,Female,AIAN,Other relative,0.12718533118955536
15,18,Female,AIAN,Parent,0.0
15,18,Female,AIAN,Parent-in-law,0.0
15,18,Female,AIAN,Roommate,0.023097358611592785
15,18,Female,AIAN,Same-sex partner,6.924090806491288e-05
15,18,Female,AIAN,Same-sex spouse,4.154454483894773e-05
15,18,Female,AIAN,Sibling,0.029971845779087528
15,18,Female,AIAN,Stepchild,0.09253670266731044
15,18,Female,Asian,Adopted child,0.015446865532619487
15,18,Female,Asian,Biological child,0.3602335299379086
15,18,Female,Asian,Child-in-law,0.006528466291924108
15,18,Female,Asian,Foster child,0.03429526538407514
15,18,Female,Asian,Grandchild,0.18720332485936866
15,18,Female,Asian,Opp-sex partner,0.004252565190749773
15,18,Female,Asian,Opp-sex spouse,0.0014924096707159581
15,18,Female,Asian,Other nonrelative,0.17889932060302988
15,18,Female,Asian,Other relative,0.09860954483841695
15,18,Female,Asian,Parent,0.0
15,18,Female,Asian,Parent-in-law,0.0
15,18,Female,Asian,Roommate,0.017915503366979346
15,18,Female,Asian,Same-sex partner,5.3491386047166964e-05
15,18,Female,Asian,Same-sex spouse,3.209483162830018e-05
15,18,Female,Asian,Sibling,0.023254338288605257
15,18,Female,Asian,Stepchild,0.07178327981793135
15,18,Female,Black,Adopted child,0.016734349448911636
15,18,Female,Black,Biological child,0.24078282750835586
15,18,Female,Black,Child-in-law,0.0070688829237117255
15,18,Female,Black,Foster child,0.0711810687021235
15,18,Female,Black,Grandchild,0.2791323366494297
15,18,Female,Black,Opp-sex partner,0.004610699611660278
15,18,Female,Black,Opp-sex spouse,0.0016180945806958716
15,18,Female,Black,Other nonrelative,0.12443303819269558
15,18,Female,Black,Other relative,0.15183519175774635
15,18,Female,Black,Parent,0.0
15,18,Female,Black,Parent-in-law,0.0
15,18,Female,Black,Roommate,0.019397665016824616
15,18,Female,Black,Same-sex partner,5.799622153031797e-05
15,18,Female,Black,Same-sex spouse,3.4797732918190784e-05
15,18,Female,Black,Sibling,0.025175740841928355
15,18,Female,Black,Stepchild,0.05793731081146798
15,18,Female,Latino,Adopted child,0.028059564909890183
15,18,Female,Latino,Biological child,0.24963881950897532
15,18,Female,Latino,Child-in-law,0.011822621294414271
15,18,Female,Latino,Foster child,0.04661964564696647
15,18,Female,Latino,Grandchild,0.2051198531486472
15,18,Female,Latino,Opp-sex partner,0.007760970316029105
15,18,Female,Latino,Opp-sex spouse,0.002723661280719648
15,18,Female,Latino,Other nonrelative,0.11477318785294412
15,18,Female,Latino,Other relative,0.18607909401253345
15,18,Female,Latino,Parent,0.0
15,18,Female,Latino,Parent-in-law,0.0
15,18,Female,Latino,Roommate,0.032435404617270625
15,18,Female,Latino,Same-sex partner,9.762226812615224e-05
15,18,Female,Latino,Same-sex spouse,5.857336087569136e-05
15,18,Female,Latino,Sibling,0.045055913286945914
15,18,Female,Latino,Stepchild,0.06975506849566178
15,18,Female,Multiracial or Other,Adopted child,0.01769491782567703
15,18,Female,Multiracial or Other,Biological child,0.26404064687866474
15,18,Female,Multiracial or Other,Child-in-law,0.0074720782804690205
15,18,Female,Multiracial or Other,Foster child,0.039289994966508424
15,18,Female,Multiracial or Other,Grandchild,0.2799588886715766
15,18,Female,Multiracial or Other,Opp-sex partner,0.004877896886249887
15,18,Female,Multiracial or Other,Opp-sex spouse,0.0017118656997027908
15,18,Female,Multiracial or Other,Other nonrelative,0.1427134552650545
15,18,Female,Multiracial or Other,Other relative,0.11288116689837444
15,18,Female,Multiracial or Other,Parent,0.0
15,18,Female,Multiracial or Other,Parent-in-law,0.0
15,18,Female,Multiracial or Other,Roommate,0.020503479863918216
15,18,Female,Multiracial or Other,Same-sex partner,6.135719353773444e-05
15,18,Female,Multiracial or Other,Same-sex spouse,3.681431612264066e-05
15,18,Female,Multiracial or Other,Sibling,0.02660926584444983
15,18,Female,Multiracial or Other,Stepchild,0.08214817140969415
15,18,Female,NHOPI,Adopted child,0.019948093268265292
15,18,Female,NHOPI,Biological child,0.25068549263828344
15,18,Female,NHOPI,Child-in-law,0.008417842185193364
15,18,Female,NHOPI,Foster child,0.04429610635627878
15,18,Female,NHOPI,Grandchild,0.2410479970952473
15,18,Female,NHOPI,Opp-sex partner,0.005504652191160574
15,18,Female,NHOPI,Opp-sex spouse,0.0019318213350110695
15,18,Female,NHOPI,Other nonrelative,0.1552659712301101
15,18,Female,NHOPI,Other relative,0.12718533118955536
15,18,Female,NHOPI,Parent,0.0
15,18,Female,NHOPI,Parent-in-law,0.0
15,18,Female,NHOPI,Roommate,0.023097358611592785
15,18,Female,NHOPI,Same-sex partner,6.924090806491288e-05
15,18,Female,NHOPI,Same-sex spouse,4.154454483894773e-05
15,18,Female,NHOPI,Sibling,0.029971845779087528
15,18,Female,NHOPI,Stepchild,0.09253670266731044
15,18,Female,White,Adopted child,0.014497425181146177
15,18,Female,White,Biological child,0.24708540951173935
15,18,Female,White,Child-in-law,0.008160033962629574
15,18,Female,White,Foster child,0.04005838329746366
15,18,Female,White,Grandchild,0.24696267853991427
15,18,Female,White,Opp-sex partner,0.00533380358968812
15,18,Female,White,Opp-sex spouse,0.0018718631465697933
15,18,Female,White,Other nonrelative,0.18034064280230244
15,18,Female,White,Other relative,0.09742974661586945
15,18,Female,White,Parent,0.0
15,18,Female,White,Parent-in-law,0.0
15,18,Female,White,Roommate,0.02603749679786784
15,18,Female,White,Same-sex partner,6.709186905268076e-05
15,18,Female,White,Same-sex spouse,4.0255121431608455e-05
15,18,Female,White,Sibling,0.022190356799400894
15,18,Female,White,Stepchild,0.10992481276492404
15,18,Male,AIAN,Adopted child,0.014757957505961344
15,18,Male,AIAN,Biological child,0.2679228389050295
15,18,Male,AIAN,Child-in-law,0.006753120833926048
15,18,Male,AIAN,Foster child,0.031844461060743
15,18,Male,AIAN,Grandchild,0.26955980448811184
15,18,Male,AIAN,Opp-sex partner,0.003251805610521627
15,18,Male,AIAN,Opp-sex spouse,0.0011411997048245712
15,18,Male,AIAN,Other nonrelative,0.14853353128277044
15,18,Male,AIAN,Other relative,0.11463852771167998
15,18,Male,AIAN,Parent,0.0
15,18,Male,AIAN,Parent-in-law,0.0
15,18,Male,AIAN,Roommate,0.02208953417707355
15,18,Male,AIAN,Same-sex partner,4.090321522668714e-05
15,18,Male,AIAN,Same-sex spouse,2.4541929136012284e-05
15,18,Male,AIAN,Sibling,0.029769275024956326
15,18,Male,AIAN,Stepchild,0.08967249855003903
15,18,Male,Asian,Adopted child,0.008236060720006233
15,18,Male,Asian,Biological child,0.4284739414498172
15,18,Male,Asian,Child-in-law,0.0037743734496047663
15,18,Male,Asian,Foster child,0.017786041544605433
15,18,Male,Asian,Grandchild,0.14901563799373252
15,18,Male,Asian,Opp-sex partner,0.0018174602619235548
15,18,Male,Asian,Opp-sex spouse,0.0006378256768260023
15,18,Male,Asian,Other nonrelative,0.24810542622908174
15,18,Male,Asian,Other relative,0.06365739921650057
15,18,Male,Asian,Parent,0.0
15,18,Male,Asian,Parent-in-law,0.0
15,18,Male,Asian,Roommate,0.012249827887721488
15,18,Male,Asian,Same-sex partner,2.286113537010761e-05
15,18,Male,Asian,Same-sex spouse,1.3716681222064566e-05
15,18,Male,Asian,Sibling,0.016495354563999712
15,18,Male,Asian,Stepchild,0.04971407318958856
15,18,Male,Black,Adopted child,0.011265432454259261
15,18,Male,Black,Biological child,0.2625915356830873
15,18,Male,Black,Child-in-law,0.005157977319740952
15,18,Male,Black,Foster child,0.04460822748558469
15,18,Male,Black,Grandchild,0.3344953669129658
15,18,Male,Black,Opp-sex partner,0.0024837019801296524
15,18,Male,Black,Opp-sex spouse,0.0008716388081209725
15,18,Male,Black,Other nonrelative,0.09998833849906717
15,18,Male,Black,Other relative,0.14619871529372322
15,18,Male,Black,Parent,0.0
15,18,Male,Black,Parent-in-law,0.0
15,18,Male,Black,Roommate,0.01682032145189664
15,18,Male,Black,Same-sex partner,3.124153434125349e-05
15,18,Male,Black,Same-sex spouse,1.8744920604752097e-05
15,18,Male,Black,Sibling,0.02266102729657744
15,18,Male,Black,Stepchild,0.052807730359900905
15,18,Male,Latino,Adopted child,0.019991566652022726
15,18,Male,Latino,Biological child,0.2772390226248302
15,18,Male,Latino,Child-in-law,0.009143478418357899
15,18,Male,Latino,Foster child,0.027019370028985044
15,18,Male,Latino,Grandchild,0.20167793345761328
15,18,Male,Latino,Opp-sex partner,0.0044028257677737916
15,18,Male,Latino,Opp-sex spouse,0.0015451426279357078
15,18,Male,Latino,Other nonrelative,0.13631133131756193
15,18,Male,Latino,Other relative,0.15943910868216848
15,18,Male,Latino,Parent,0.0
15,18,Male,Latino,Parent-in-law,0.0
15,18,Male,Latino,Roommate,0.029985437182154167
15,18,Male,Latino,Same-sex partner,5.538145619841247e-05
15,18,Male,Latino,Same-sex spouse,3.3228873719047484e-05
15,18,Male,Latino,Sibling,0.060627622162630304
15,18,Male,Latino,Stepchild,0.0725285507480489
15,18,Male,Multiracial or Other,Adopted child,0.014249949910373084
15,18,Male,Multiracial or Other,Biological child,0.30594024228168554
15,18,Male,Multiracial or Other,Child-in-law,0.006521097904197002
15,18,Male,Multiracial or Other,Foster child,0.030749412702326288
15,18,Male,Multiracial or Other,Grandchild,0.253814710038406
15,18,Male,Multiracial or Other,Opp-sex partner,0.0031400804565939527
15,18,Male,Multiracial or Other,Opp-sex spouse,0.001101990499861274
15,18,Male,Multiracial or Other,Other nonrelative,0.13713330843507196
15,18,Male,Multiracial or Other,Other relative,0.11066750310157324
15,18,Male,Multiracial or Other,Parent,0.0
15,18,Male,Multiracial or Other,Parent-in-law,0.0
15,18,Male,Multiracial or Other,Roommate,0.021323100735950062
15,18,Male,Multiracial or Other,Same-sex partner,3.9497867378540294e-05
15,18,Male,Multiracial or Other,Same-sex spouse,2.3698720427124172e-05
15,18,Male,Multiracial or Other,Sibling,0.028735345298298087
15,18,Male,Multiracial or Other,Stepchild,0.08656006204785786
15,18,Male,NHOPI,Adopted child,0.014757957505961344
15,18,Male,NHOPI,Biological child,0.2679228389050295
15,18,Male,NHOPI,Child-in-law,0.006753120833926048
15,18,Male,NHOPI,Foster child,0.031844461060743
15,18,Male,NHOPI,Grandchild,0.26955980448811184
15,18,Male,NHOPI,Opp-sex partner,0.003251805610521627
15,18,Male,NHOPI,Opp-sex spouse,0.0011411997048245712
15,18,Male,NHOPI,Other nonrelative,0.14853353128277044
15,18,Male,NHOPI,Other relative,0.11463852771167998
15,18,Male,NHOPI,Parent,0.0
15,18,Male,NHOPI,Parent-in-law,0.0
15,18,Male,NHOPI,Roommate,0.02208953417707355
15,18,Male,NHOPI,Same-sex partner,4.090321522668714e-05
15,18,Male,NHOPI,Same-sex spouse,2.4541929136012284e-05
15,18,Male,NHOPI,Sibling,0.029769275024956326
15,18,Male,NHOPI,Stepchild,0.08967249855003903
15,18,Male,White,Adopted child,0.015115238779459809
15,18,Male,White,Biological child,0.2529221046012713
15,18,Male,White,Child-in-law,0.007880008457281255
15,18,Male,White,Foster child,0.02873628690520718
15,18,Male,White,Grandchild,0.2930472009363377
15,18,Male,White,Opp-sex partner,0.0037944316920282225
15,18,Male,White,Opp-sex spouse,0.0013316307447495273
15,18,Male,White,Other nonrelative,0.16374847388421204
15,18,Male,White,Other relative,0.0868829178738281
15,18,Male,White,Parent,0.0
15,18,Male,White,Parent-in-law,0.0
15,18,Male,White,Roommate,0.019734126033842312
15,18,Male,White,Same-sex partner,4.7728700528656894e-05
15,18,Male,White,Same-sex spouse,2.8637220317194136e-05
15,18,Male,White,Sibling,0.014260647230577003
15,18,Male,White,Stepchild,0.11247056694035959
18,19,Female,AIAN,Adopted child,0.010659629490093046
18,19,Female,AIAN,Biological child,0.15188736271492695
18,19,Female,AIAN,Child-in-law,0.02920111924431454
18,19,Female,AIAN,Foster child,0.007652055760872681
18,19,Female,AIAN,Grandchild,0.15487609579394734
18,19,Female,AIAN,Opp-sex partner,0.040573991135083566
18,19,Female,AIAN,Opp-sex spouse,0.011561170018404352
18,19,Female,AIAN,Other nonrelative,0.19830497538199351
18,19,Female,AIAN,Other relative,0.10499927319721868
18,19,Female,AIAN,Parent,0.0
18,19,Female,AIAN,Parent-in-law,0.0
18,19,Female,AIAN,Roommate,0.18882244726126318
18,19,Female,AIAN,Same-sex partner,0.002404247164950602
18,19,Female,AIAN,Same-sex spouse,0.0003913890733640515
18,19,Female,AIAN,Sibling,0.057194439116608986
18,19,Female,AIAN,Stepchild,0.04147180464695844
18,19,Female,Asian,Adopted child,0.010659629490093046
18,19,Female,Asian,Biological child,0.15188736271492695
18,19,Female,Asian,Child-in-law,0.02920111924431454
18,19,Female,Asian,Foster child,0.007652055760872681
18,19,Female,Asian,Grandchild,0.15487609579394734
18,19,Female,Asian,Opp-sex partner,0.040573991135083566
18,19,Female,Asian,Opp-sex spouse,0.011561170018404352
18,19,Female,Asian,Other nonrelative,0.19830497538199351
18,19,Female,Asian,Other relative,0.10499927319721868
18,19,Female,Asian,Parent,0.0
18,19,Female,Asian,Parent-in-law,0.0
18,19,Female,Asian,Roommate,0.18882244726126318
18,19,Female,Asian,Same-sex partner,0.002404247164950602
18,19,Female,Asian,Same-sex spouse,0.0003913890733640515
18,19,Female,Asian,Sibling,0.057194439116608986
18,19,Female,Asian,Stepchild,0.04147180464695844
18,19,Female,Black,Adopted child,0.009011752175816404
18,19,Female,Black,Biological child,0.16612378511880596
18,19,Female,Black,Child-in-law,0.02465080199387832
18,19,Female,Black,Foster child,0.0064749055686614465
18,19,Female,Black,Grandchild,0.2829177300193131
18,19,Female,Black,Opp-sex partner,0.034239571309375536
18,19,Female,Black,Opp-sex spouse,0.009747084748907767
18,19,Female,Black,Other nonrelative,0.13247583003954735
18,19,Female,Black,Other relative,0.0889317355152151
18,19,Female,Black,Parent,0.0
18,19,Female,Black,Parent-in-law,0.0
18,19,Female,Black,Roommate,0.15953363413273253
18,19,Female,Black,Same-sex partner,0.0020343909980867388
18,19,Female,Black,Same-sex spouse,0.00033117992992109696
18,19,Female,Black,Sibling,0.04839012495509583
18,19,Female,Black,Stepchild,0.03513747349464283
18,19,Female,Latino,Adopted child,0.008600397327596711
18,19,Female,Latino,Biological child,0.1431191354370334
18,19,Female,Latino,Child-in-law,0.06809130887752368
18,19,Female,Latino,Foster child,0.006181057650660925
18,19,Female,Latino,Grandchild,0.1312673078787612
18,19,Female,Latino,Opp-sex partner,0.03265832111075187
18,19,Female,Latino,Opp-sex spouse,0.009294236734208596
18,19,Female,Latino,Other nonrelative,0.17915078381159863
18,19,Female,Latino,Other relative,0.13903981309262642
18,19,Female,Latino,Parent,0.0
18,19,Female,Latino,Parent-in-law,0.0
18,19,Female,Latino,Roommate,0.1732357033722004
18,19,Female,Latino,Same-sex partner,0.0019420650864811469
18,19,Female,Latino,Same-sex spouse,0.00031615013035739595
18,19,Female,Latino,Sibling,0.07354745773097993
18,19,Female,Latino,Stepchild,0.03355626175921974
18,19,Female,Multiracial or Other,Adopted child,0.010659629490093046
18,19,Female,Multiracial or Other,Biological child,0.15188736271492695
18,19,Female,Multiracial or Other,Child-in-law,0.02920111924431454
18,19,Female,Multiracial or Other,Foster child,0.007652055760872681
18,19,Female,Multiracial or Other,Grandchild,0.15487609579394734
18,19,Female,Multiracial or Other,Opp-sex partner,0.040573991135083566
18,19,Female,Multiracial or Other,Opp-sex spouse,0.011561170018404352
18,19,Female,Multiracial or Other,Other nonrelative,0.19830497538199351
18,19,Female,Multiracial or Other,Other relative,0.10499927319721868
18,19,Female,Multiracial or Other,Parent,0.0
18,19,Female,Multiracial or Other,Parent-in-law,0.0
18,19,Female,Multiracial or Other,Roommate,0.18882244726126318
18,19,Female,Multiracial or Other,Same-sex partner,0.002404247164950602
18,19,Female,Multiracial or Other,Same-sex spouse,0.0003913890733640515
18,19,Female,Multiracial or Other,Sibling,0.057194439116608986
18,19,Female,Multiracial or Other,Stepchild,0.04147180464695844
18,19,Female,NHOPI,Adopted child,0.010659629490093046
18,19,Female,NHOPI,Biological child,0.15188736271492695
